mode,K,N,sample,k_eff_target,k_eff_actual,c,window_floored,query_ref,needle_lo,needle_hi,arm,outcome,first_code,needle_in_topk,keff_onset,prompt_hash,oom
semantic,16,32000,34,3500,3500,0.109288,0,ivory lantern,11286,11300,sparse,CORRECT,8869874,0.742,,fc2446fcfa21,False
semantic,16,32000,34,5200,5200,0.162363,0,ivory lantern,11286,11300,sparse,CORRECT,8869874,0.832,,fc2446fcfa21,False
semantic,16,32000,35,dense,-,-,-,red carpet,27426,27440,dense,WRONG_NEEDLE,9964134,,,7f1e4f38d7fc,False
semantic,16,32000,35,1300,1300,0.040603,0,red carpet,27426,27440,sparse,WRONG_NEEDLE,9964134,0.748,,7f1e4f38d7fc,False
semantic,16,32000,35,2000,2000,0.062457,0,red carpet,27426,27440,sparse,WRONG_NEEDLE,9964134,0.828,,7f1e4f38d7fc,False
semantic,16,32000,35,2600,2600,0.081190,0,red carpet,27426,27440,sparse,WRONG_NEEDLE,9964134,0.850,,7f1e4f38d7fc,False
semantic,16,32000,35,3500,3500,0.109288,0,red carpet,27426,27440,sparse,WRONG_NEEDLE,9964134,0.887,,7f1e4f38d7fc,False
semantic,16,32000,35,5200,5200,0.162363,0,red carpet,27426,27440,sparse,WRONG_NEEDLE,9964134,0.938,,7f1e4f38d7fc,False
semantic,16,32000,36,dense,-,-,-,indigo handle,13481,13496,dense,CORRECT,4105683,,,86fff42704bb,False
semantic,16,32000,36,1300,1300,0.040600,0,indigo handle,13481,13496,sparse,CORRECT,4105683,0.557,,86fff42704bb,False
semantic,16,32000,36,2000,2000,0.062453,0,indigo handle,13481,13496,sparse,CORRECT,4105683,0.631,,86fff42704bb,False
semantic,16,32000,36,2600,2600,0.081184,0,indigo handle,13481,13496,sparse,CORRECT,4105683,0.693,,86fff42704bb,False
semantic,16,32000,36,3500,3500,0.109281,0,indigo handle,13481,13496,sparse,CORRECT,4105683,0.764,,86fff42704bb,False
semantic,16,32000,36,5200,5200,0.162353,0,indigo handle,13481,13496,sparse,CORRECT,4105683,0.834,,86fff42704bb,False
semantic,16,32000,37,dense,-,-,-,olive skylight,25431,25447,dense,WRONG_NEEDLE,3319102,,,da676b9252f2,False
semantic,16,32000,37,1300,1300,0.040597,0,olive skylight,25431,25447,sparse,WRONG_NEEDLE,3319102,0.518,,da676b9252f2,False
semantic,16,32000,37,2000,2000,0.062449,0,olive skylight,25431,25447,sparse,WRONG_NEEDLE,3319102,0.576,,da676b9252f2,False
semantic,16,32000,37,2600,2600,0.081179,0,olive skylight,25431,25447,sparse,WRONG_NEEDLE,3319102,0.611,,da676b9252f2,False
semantic,16,32000,37,3500,3500,0.109275,0,olive skylight,25431,25447,sparse,WRONG_NEEDLE,3319102,0.646,,da676b9252f2,False
semantic,16,32000,37,5200,5200,0.162343,0,olive skylight,25431,25447,sparse,WRONG_NEEDLE,3319102,0.715,,da676b9252f2,False
semantic,16,32000,38,dense,-,-,-,bronze panelling,12641,12656,dense,WRONG_NEEDLE,9736147,,,1c75aac4b091,False
semantic,16,32000,38,1300,1300,0.040600,0,bronze panelling,12641,12656,sparse,WRONG_NEEDLE,9736147,0.891,,1c75aac4b091,False
semantic,16,32000,38,2000,2000,0.062453,0,bronze panelling,12641,12656,sparse,WRONG_NEEDLE,9736147,0.926,,1c75aac4b091,False
semantic,16,32000,38,2600,2600,0.081184,0,bronze panelling,12641,12656,sparse,WRONG_NEEDLE,9736147,0.947,,1c75aac4b091,False
semantic,16,32000,38,3500,3500,0.109281,0,bronze panelling,12641,12656,sparse,WRONG_NEEDLE,9736147,0.977,,1c75aac4b091,False
semantic,16,32000,38,5200,5200,0.162353,0,bronze panelling,12641,12656,sparse,WRONG_NEEDLE,9736147,0.988,,1c75aac4b091,False
semantic,16,32000,39,dense,-,-,-,ivory shutter,15050,15064,dense,WRONG_NEEDLE,5012718,,,2aca4fc39ecd,False
semantic,16,32000,39,1300,1300,0.040603,0,ivory shutter,15050,15064,sparse,WRONG_NEEDLE,5012718,0.443,,2aca4fc39ecd,False
semantic,16,32000,39,2000,2000,0.062457,0,ivory shutter,15050,15064,sparse,WRONG_NEEDLE,5012718,0.496,,2aca4fc39ecd,False
semantic,16,32000,39,2600,2600,0.081190,0,ivory shutter,15050,15064,sparse,WRONG_NEEDLE,5012718,0.531,,2aca4fc39ecd,False
semantic,16,32000,39,3500,3500,0.109288,0,ivory shutter,15050,15064,sparse,WRONG_NEEDLE,5012718,0.594,,2aca4fc39ecd,False
semantic,16,32000,39,5200,5200,0.162363,0,ivory shutter,15050,15064,sparse,WRONG_NEEDLE,5012718,0.668,,2aca4fc39ecd,False
semantic,16,32000,40,dense,-,-,-,violet floor,3367,3381,dense,CORRECT,9912587,,,b2487204d389,False
semantic,16,32000,40,1300,1300,0.040603,0,violet floor,3367,3381,sparse,CORRECT,9912587,0.582,,b2487204d389,False
semantic,16,32000,40,2000,2000,0.062457,0,violet floor,3367,3381,sparse,CORRECT,9912587,0.623,,b2487204d389,False
semantic,16,32000,40,2600,2600,0.081190,0,violet floor,3367,3381,sparse,CORRECT,9912587,0.654,,b2487204d389,False
semantic,16,32000,40,3500,3500,0.109288,0,violet floor,3367,3381,sparse,CORRECT,9912587,0.703,,b2487204d389,False
semantic,16,32000,40,5200,5200,0.162363,0,violet floor,3367,3381,sparse,CORRECT,9912587,0.791,,b2487204d389,False
semantic,16,32000,41,dense,-,-,-,navy mural,4988,5002,dense,CORRECT,2701408,,,90becefda7b0,False
semantic,16,32000,41,1300,1300,0.040603,0,navy mural,4988,5002,sparse,CORRECT,2701408,0.475,,90becefda7b0,False
semantic,16,32000,41,2000,2000,0.062457,0,navy mural,4988,5002,sparse,CORRECT,2701408,0.533,,90becefda7b0,False
semantic,16,32000,41,2600,2600,0.081190,0,navy mural,4988,5002,sparse,CORRECT,2701408,0.559,,90becefda7b0,False
semantic,16,32000,41,3500,3500,0.109288,0,navy mural,4988,5002,sparse,CORRECT,2701408,0.607,,90becefda7b0,False
semantic,16,32000,41,5200,5200,0.162363,0,navy mural,4988,5002,sparse,CORRECT,2701408,0.709,,90becefda7b0,False
semantic,16,32000,42,dense,-,-,-,red skylight,18969,18985,dense,WRONG_NEEDLE,9918475,,,80bcd1936c36,False
semantic,16,32000,42,1300,1300,0.040597,0,red skylight,18969,18985,sparse,CORRECT,1924545,0.756,,80bcd1936c36,False
semantic,16,32000,42,2000,2000,0.062449,0,red skylight,18969,18985,sparse,CORRECT,1924545,0.811,,80bcd1936c36,False
semantic,16,32000,42,2600,2600,0.081179,0,red skylight,18969,18985,sparse,CORRECT,1924545,0.852,,80bcd1936c36,False
semantic,16,32000,42,3500,3500,0.109275,0,red skylight,18969,18985,sparse,CORRECT,1924545,0.895,,80bcd1936c36,False
semantic,16,32000,42,5200,5200,0.162343,0,red skylight,18969,18985,sparse,WRONG_NEEDLE,9918475,0.949,,80bcd1936c36,False
semantic,16,32000,43,dense,-,-,-,bronze banister,1447,1462,dense,CORRECT,9854234,,,4fe5b0367a2c,False
semantic,16,32000,43,1300,1300,0.040600,0,bronze banister,1447,1462,sparse,CORRECT,9854234,0.518,,4fe5b0367a2c,False
semantic,16,32000,43,2000,2000,0.062453,0,bronze banister,1447,1462,sparse,CORRECT,9854234,0.561,,4fe5b0367a2c,False
semantic,16,32000,43,2600,2600,0.081184,0,bronze banister,1447,1462,sparse,CORRECT,9854234,0.590,,4fe5b0367a2c,False
semantic,16,32000,43,3500,3500,0.109281,0,bronze banister,1447,1462,sparse,CORRECT,9854234,0.633,,4fe5b0367a2c,False
semantic,16,32000,43,5200,5200,0.162353,0,bronze banister,1447,1462,sparse,CORRECT,9854234,0.680,,4fe5b0367a2c,False
semantic,16,32000,44,dense,-,-,-,black mural,12667,12681,dense,CORRECT,1367524,,,631999d7eec8,False
semantic,16,32000,44,1300,1300,0.040603,0,black mural,12667,12681,sparse,CORRECT,1367524,0.768,,631999d7eec8,False
semantic,16,32000,44,2000,2000,0.062457,0,black mural,12667,12681,sparse,CORRECT,1367524,0.842,,631999d7eec8,False
semantic,16,32000,44,2600,2600,0.081190,0,black mural,12667,12681,sparse,CORRECT,1367524,0.871,,631999d7eec8,False
semantic,16,32000,44,3500,3500,0.109288,0,black mural,12667,12681,sparse,CORRECT,1367524,0.900,,631999d7eec8,False
semantic,16,32000,44,5200,5200,0.162363,0,black mural,12667,12681,sparse,CORRECT,1367524,0.961,,631999d7eec8,False
semantic,16,32000,45,dense,-,-,-,bronze mural,14273,14287,dense,CORRECT,3773293,,,f1319e00b5af,False
semantic,16,32000,45,1300,1300,0.040603,0,bronze mural,14273,14287,sparse,CORRECT,3773293,0.568,,f1319e00b5af,False
semantic,16,32000,45,2000,2000,0.062457,0,bronze mural,14273,14287,sparse,CORRECT,3773293,0.611,,f1319e00b5af,False
semantic,16,32000,45,2600,2600,0.081190,0,bronze mural,14273,14287,sparse,CORRECT,3773293,0.635,,f1319e00b5af,False
semantic,16,32000,45,3500,3500,0.109288,0,bronze mural,14273,14287,sparse,CORRECT,3773293,0.680,,f1319e00b5af,False
semantic,16,32000,45,5200,5200,0.162363,0,bronze mural,14273,14287,sparse,CORRECT,3773293,0.791,,f1319e00b5af,False
semantic,16,32000,46,dense,-,-,-,crimson fountain,29877,29891,dense,CORRECT,8943038,,,cd304288fae9,False
semantic,16,32000,46,1300,1300,0.040603,0,crimson fountain,29877,29891,sparse,CORRECT,8943038,0.803,,cd304288fae9,False
semantic,16,32000,46,2000,2000,0.062457,0,crimson fountain,29877,29891,sparse,CORRECT,8943038,0.857,,cd304288fae9,False
semantic,16,32000,46,2600,2600,0.081190,0,crimson fountain,29877,29891,sparse,CORRECT,8943038,0.898,,cd304288fae9,False
semantic,16,32000,46,3500,3500,0.109288,0,crimson fountain,29877,29891,sparse,CORRECT,8943038,0.930,,cd304288fae9,False
semantic,16,32000,46,5200,5200,0.162363,0,crimson fountain,29877,29891,sparse,CORRECT,8943038,0.963,,cd304288fae9,False
semantic,16,32000,47,dense,-,-,-,white panelling,838,853,dense,CORRECT,3307943,,,61210e328191,False
semantic,16,32000,47,1300,1300,0.040600,0,white panelling,838,853,sparse,CORRECT,3307943,0.678,,61210e328191,False
semantic,16,32000,47,2000,2000,0.062453,0,white panelling,838,853,sparse,CORRECT,3307943,0.734,,61210e328191,False
semantic,16,32000,47,2600,2600,0.081184,0,white panelling,838,853,sparse,CORRECT,3307943,0.781,,61210e328191,False
semantic,16,32000,47,3500,3500,0.109281,0,white panelling,838,853,sparse,CORRECT,3307943,0.826,,61210e328191,False
semantic,16,32000,47,5200,5200,0.162353,0,white panelling,838,853,sparse,CORRECT,3307943,0.885,,61210e328191,False
semantic,16,32000,48,dense,-,-,-,amber handle,24549,24563,dense,CORRECT,6111875,,,feb0a2bd416a,False
semantic,16,32000,48,1300,1300,0.040603,0,amber handle,24549,24563,sparse,CORRECT,6111875,0.586,,feb0a2bd416a,False
semantic,16,32000,48,2000,2000,0.062457,0,amber handle,24549,24563,sparse,CORRECT,6111875,0.650,,feb0a2bd416a,False
semantic,16,32000,48,2600,2600,0.081190,0,amber handle,24549,24563,sparse,CORRECT,6111875,0.686,,feb0a2bd416a,False
semantic,16,32000,48,3500,3500,0.109288,0,amber handle,24549,24563,sparse,CORRECT,6111875,0.754,,feb0a2bd416a,False
semantic,16,32000,48,5200,5200,0.162363,0,amber handle,24549,24563,sparse,CORRECT,6111875,0.852,,feb0a2bd416a,False
semantic,16,32000,49,dense,-,-,-,red carpet,8176,8190,dense,CORRECT,8483948,,,43cec4e3f1ac,False
semantic,16,32000,49,1300,1300,0.040603,0,red carpet,8176,8190,sparse,CORRECT,8483948,0.645,,43cec4e3f1ac,False
semantic,16,32000,49,2000,2000,0.062457,0,red carpet,8176,8190,sparse,CORRECT,8483948,0.729,,43cec4e3f1ac,False
semantic,16,32000,49,2600,2600,0.081190,0,red carpet,8176,8190,sparse,CORRECT,8483948,0.770,,43cec4e3f1ac,False
semantic,16,32000,49,3500,3500,0.109288,0,red carpet,8176,8190,sparse,CORRECT,8483948,0.855,,43cec4e3f1ac,False
semantic,16,32000,49,5200,5200,0.162363,0,red carpet,8176,8190,sparse,CORRECT,8483948,0.912,,43cec4e3f1ac,False
semantic,16,32000,50,dense,-,-,-,crimson archway,10599,10614,dense,CORRECT,6005760,,,82c922cc8a9c,False
semantic,16,32000,50,1300,1300,0.040600,0,crimson archway,10599,10614,sparse,CORRECT,6005760,0.586,,82c922cc8a9c,False
semantic,16,32000,50,2000,2000,0.062453,0,crimson archway,10599,10614,sparse,CORRECT,6005760,0.646,,82c922cc8a9c,False
semantic,16,32000,50,2600,2600,0.081184,0,crimson archway,10599,10614,sparse,CORRECT,6005760,0.682,,82c922cc8a9c,False
semantic,16,32000,50,3500,3500,0.109281,0,crimson archway,10599,10614,sparse,CORRECT,6005760,0.730,,82c922cc8a9c,False
semantic,16,32000,50,5200,5200,0.162353,0,crimson archway,10599,10614,sparse,CORRECT,6005760,0.795,,82c922cc8a9c,False
semantic,16,32000,51,dense,-,-,-,maroon ledge,15107,15122,dense,WRONG_NEEDLE,3131039,,,279297cb0633,False
semantic,16,32000,51,1300,1300,0.040600,0,maroon ledge,15107,15122,sparse,WRONG_NEEDLE,3131039,0.438,,279297cb0633,False
semantic,16,32000,51,2000,2000,0.062453,0,maroon ledge,15107,15122,sparse,WRONG_NEEDLE,3131039,0.488,,279297cb0633,False
semantic,16,32000,51,2600,2600,0.081184,0,maroon ledge,15107,15122,sparse,WRONG_NEEDLE,3131039,0.543,,279297cb0633,False
semantic,16,32000,51,3500,3500,0.109281,0,maroon ledge,15107,15122,sparse,WRONG_NEEDLE,3131039,0.594,,279297cb0633,False
semantic,16,32000,51,5200,5200,0.162353,0,maroon ledge,15107,15122,sparse,WRONG_NEEDLE,3131039,0.682,,279297cb0633,False
semantic,16,32000,52,dense,-,-,-,amber gate,23551,23565,dense,WRONG_NEEDLE,2762837,,,4c606fd94559,False
semantic,16,32000,52,1300,1300,0.040603,0,amber gate,23551,23565,sparse,WRONG_NEEDLE,2762837,0.586,,4c606fd94559,False
semantic,16,32000,52,2000,2000,0.062457,0,amber gate,23551,23565,sparse,WRONG_NEEDLE,2762837,0.643,,4c606fd94559,False
semantic,16,32000,52,2600,2600,0.081190,0,amber gate,23551,23565,sparse,WRONG_NEEDLE,2762837,0.674,,4c606fd94559,False
semantic,16,32000,52,3500,3500,0.109288,0,amber gate,23551,23565,sparse,WRONG_NEEDLE,2762837,0.721,,4c606fd94559,False
semantic,16,32000,52,5200,5200,0.162363,0,amber gate,23551,23565,sparse,WRONG_NEEDLE,2762837,0.801,,4c606fd94559,False
semantic,16,32000,53,dense,-,-,-,maroon gate,24140,24155,dense,WRONG_NEEDLE,9628263,,,1f259c8e4d9d,False
semantic,16,32000,53,1300,1300,0.040600,0,maroon gate,24140,24155,sparse,WRONG_NEEDLE,9628263,0.898,,1f259c8e4d9d,False
semantic,16,32000,53,2000,2000,0.062453,0,maroon gate,24140,24155,sparse,WRONG_NEEDLE,9628263,0.949,,1f259c8e4d9d,False
semantic,16,32000,53,2600,2600,0.081184,0,maroon gate,24140,24155,sparse,WRONG_NEEDLE,9628263,0.979,,1f259c8e4d9d,False
semantic,16,32000,53,3500,3500,0.109281,0,maroon gate,24140,24155,sparse,WRONG_NEEDLE,9628263,0.992,,1f259c8e4d9d,False
semantic,16,32000,53,5200,5200,0.162353,0,maroon gate,24140,24155,sparse,WRONG_NEEDLE,9628263,0.996,,1f259c8e4d9d,False
semantic,16,32000,54,dense,-,-,-,black safe,13314,13328,dense,CORRECT,1810610,,,4b5e68e0e16c,False
semantic,16,32000,54,1300,1300,0.040603,0,black safe,13314,13328,sparse,CORRECT,1810610,0.564,,4b5e68e0e16c,False
semantic,16,32000,54,2000,2000,0.062457,0,black safe,13314,13328,sparse,CORRECT,1810610,0.631,,4b5e68e0e16c,False
semantic,16,32000,54,2600,2600,0.081190,0,black safe,13314,13328,sparse,CORRECT,1810610,0.664,,4b5e68e0e16c,False
semantic,16,32000,54,3500,3500,0.109288,0,black safe,13314,13328,sparse,CORRECT,1810610,0.721,,4b5e68e0e16c,False
semantic,16,32000,54,5200,5200,0.162363,0,black safe,13314,13328,sparse,CORRECT,1810610,0.793,,4b5e68e0e16c,False
semantic,16,32000,55,dense,-,-,-,red ledge,10337,10351,dense,CORRECT,2024901,,,9d09259cf350,False
semantic,16,32000,55,1300,1300,0.040603,0,red ledge,10337,10351,sparse,CORRECT,2024901,0.641,,9d09259cf350,False
semantic,16,32000,55,2000,2000,0.062457,0,red ledge,10337,10351,sparse,CORRECT,2024901,0.723,,9d09259cf350,False
semantic,16,32000,55,2600,2600,0.081190,0,red ledge,10337,10351,sparse,CORRECT,2024901,0.762,,9d09259cf350,False
semantic,16,32000,55,3500,3500,0.109288,0,red ledge,10337,10351,sparse,CORRECT,2024901,0.824,,9d09259cf350,False
semantic,16,32000,55,5200,5200,0.162363,0,red ledge,10337,10351,sparse,CORRECT,2024901,0.893,,9d09259cf350,False
semantic,16,32000,56,dense,-,-,-,violet mirror,24828,24842,dense,WRONG_NEEDLE,2033565,,,035bd2a5fdc0,False
semantic,16,32000,56,1300,1300,0.040603,0,violet mirror,24828,24842,sparse,WRONG_NEEDLE,2033565,0.545,,035bd2a5fdc0,False
semantic,16,32000,56,2000,2000,0.062457,0,violet mirror,24828,24842,sparse,WRONG_NEEDLE,2033565,0.631,,035bd2a5fdc0,False
semantic,16,32000,56,2600,2600,0.081190,0,violet mirror,24828,24842,sparse,WRONG_NEEDLE,2033565,0.693,,035bd2a5fdc0,False
semantic,16,32000,56,3500,3500,0.109288,0,violet mirror,24828,24842,sparse,WRONG_NEEDLE,2033565,0.787,,035bd2a5fdc0,False
semantic,16,32000,56,5200,5200,0.162363,0,violet mirror,24828,24842,sparse,WRONG_NEEDLE,2033565,0.877,,035bd2a5fdc0,False
semantic,16,32000,57,dense,-,-,-,blue floor,23892,23906,dense,WRONG_NEEDLE,1055226,,,c1d6bf8ef8e8,False
semantic,16,32000,57,1300,1300,0.040603,0,blue floor,23892,23906,sparse,OTHER_CODE,1234567,0.467,,c1d6bf8ef8e8,False
semantic,16,32000,57,2000,2000,0.062457,0,blue floor,23892,23906,sparse,OTHER_CODE,1234567,0.531,,c1d6bf8ef8e8,False
semantic,16,32000,57,2600,2600,0.081190,0,blue floor,23892,23906,sparse,OTHER_CODE,1234567,0.572,,c1d6bf8ef8e8,False
semantic,16,32000,57,3500,3500,0.109288,0,blue floor,23892,23906,sparse,OTHER_CODE,1234567,0.619,,c1d6bf8ef8e8,False
semantic,16,32000,57,5200,5200,0.162363,0,blue floor,23892,23906,sparse,OTHER_CODE,1234567,0.686,,c1d6bf8ef8e8,False
semantic,16,32000,58,dense,-,-,-,ivory lantern,25301,25315,dense,WRONG_NEEDLE,3309373,,,eca944b09e3b,False
semantic,16,32000,58,1300,1300,0.040603,0,ivory lantern,25301,25315,sparse,WRONG_NEEDLE,3309373,0.537,,eca944b09e3b,False
semantic,16,32000,58,2000,2000,0.062457,0,ivory lantern,25301,25315,sparse,WRONG_NEEDLE,3309373,0.598,,eca944b09e3b,False
semantic,16,32000,58,2600,2600,0.081190,0,ivory lantern,25301,25315,sparse,WRONG_NEEDLE,3309373,0.623,,eca944b09e3b,False
semantic,16,32000,58,3500,3500,0.109288,0,ivory lantern,25301,25315,sparse,WRONG_NEEDLE,3309373,0.684,,eca944b09e3b,False
semantic,16,32000,58,5200,5200,0.162363,0,ivory lantern,25301,25315,sparse,WRONG_NEEDLE,3309373,0.748,,eca944b09e3b,False
semantic,16,32000,59,dense,-,-,-,green awning,18118,18133,dense,WRONG_NEEDLE,1980634,,,ae068efeecee,False
semantic,16,32000,59,1300,1300,0.040600,0,green awning,18118,18133,sparse,WRONG_NEEDLE,6973929,0.748,,ae068efeecee,False
semantic,16,32000,59,2000,2000,0.062453,0,green awning,18118,18133,sparse,WRONG_NEEDLE,6973929,0.799,,ae068efeecee,False
semantic,16,32000,59,2600,2600,0.081184,0,green awning,18118,18133,sparse,WRONG_NEEDLE,6973929,0.838,,ae068efeecee,False
semantic,16,32000,59,3500,3500,0.109281,0,green awning,18118,18133,sparse,WRONG_NEEDLE,6973929,0.887,,ae068efeecee,False
semantic,16,32000,59,5200,5200,0.162353,0,green awning,18118,18133,sparse,WRONG_NEEDLE,6973929,0.949,,ae068efeecee,False
semantic,16,32000,60,dense,-,-,-,ivory handle,30964,30978,dense,CORRECT,4985534,,,ff0a567c885e,False
semantic,16,32000,60,1300,1300,0.040603,0,ivory handle,30964,30978,sparse,CORRECT,4985534,0.814,,ff0a567c885e,False
semantic,16,32000,60,2000,2000,0.062457,0,ivory handle,30964,30978,sparse,CORRECT,4985534,0.873,,ff0a567c885e,False
semantic,16,32000,60,2600,2600,0.081190,0,ivory handle,30964,30978,sparse,CORRECT,4985534,0.900,,ff0a567c885e,False
semantic,16,32000,60,3500,3500,0.109288,0,ivory handle,30964,30978,sparse,CORRECT,4985534,0.924,,ff0a567c885e,False
semantic,16,32000,60,5200,5200,0.162363,0,ivory handle,30964,30978,sparse,CORRECT,4985534,0.971,,ff0a567c885e,False
semantic,16,32000,61,dense,-,-,-,violet floor,19622,19636,dense,WRONG_NEEDLE,3845197,,,1b9a811e95a7,False
semantic,16,32000,61,1300,1300,0.040603,0,violet floor,19622,19636,sparse,WRONG_NEEDLE,3845197,0.553,,1b9a811e95a7,False
semantic,16,32000,61,2000,2000,0.062457,0,violet floor,19622,19636,sparse,WRONG_NEEDLE,3845197,0.627,,1b9a811e95a7,False
semantic,16,32000,61,2600,2600,0.081190,0,violet floor,19622,19636,sparse,WRONG_NEEDLE,3845197,0.662,,1b9a811e95a7,False
semantic,16,32000,61,3500,3500,0.109288,0,violet floor,19622,19636,sparse,WRONG_NEEDLE,3845197,0.699,,1b9a811e95a7,False
semantic,16,32000,61,5200,5200,0.162363,0,violet floor,19622,19636,sparse,WRONG_NEEDLE,3845197,0.787,,1b9a811e95a7,False
semantic,16,32000,62,dense,-,-,-,amber wall,29784,29798,dense,WRONG_NEEDLE,4596367,,,c44bf718a3cb,False
semantic,16,32000,62,1300,1300,0.040603,0,amber wall,29784,29798,sparse,WRONG_NEEDLE,4596367,0.922,,c44bf718a3cb,False
semantic,16,32000,62,2000,2000,0.062457,0,amber wall,29784,29798,sparse,WRONG_NEEDLE,4596367,0.955,,c44bf718a3cb,False
semantic,16,32000,62,2600,2600,0.081190,0,amber wall,29784,29798,sparse,WRONG_NEEDLE,4596367,0.971,,c44bf718a3cb,False
semantic,16,32000,62,3500,3500,0.109288,0,amber wall,29784,29798,sparse,WRONG_NEEDLE,4596367,0.984,,c44bf718a3cb,False
semantic,16,32000,62,5200,5200,0.162363,0,amber wall,29784,29798,sparse,WRONG_NEEDLE,4596367,0.998,,c44bf718a3cb,False
semantic,16,32000,63,dense,-,-,-,grey shutter,24642,24656,dense,CORRECT,5588238,,,102dda1d5c92,False
semantic,16,32000,63,1300,1300,0.040603,0,grey shutter,24642,24656,sparse,CORRECT,5588238,0.625,,102dda1d5c92,False
semantic,16,32000,63,2000,2000,0.062457,0,grey shutter,24642,24656,sparse,CORRECT,5588238,0.695,,102dda1d5c92,False
semantic,16,32000,63,2600,2600,0.081190,0,grey shutter,24642,24656,sparse,CORRECT,5588238,0.742,,102dda1d5c92,False
semantic,16,32000,63,3500,3500,0.109288,0,grey shutter,24642,24656,sparse,CORRECT,5588238,0.791,,102dda1d5c92,False
semantic,16,32000,63,5200,5200,0.162363,0,grey shutter,24642,24656,sparse,CORRECT,5588238,0.869,,102dda1d5c92,False
semantic,16,32000,64,dense,-,-,-,grey ledge,25413,25427,dense,CORRECT,9432764,,,cbfacd485274,False
semantic,16,32000,64,1300,1300,0.040603,0,grey ledge,25413,25427,sparse,CORRECT,9432764,0.553,,cbfacd485274,False
semantic,16,32000,64,2000,2000,0.062457,0,grey ledge,25413,25427,sparse,CORRECT,9432764,0.607,,cbfacd485274,False
